"row","count.x","abv","ibu","id","beer","style","brewery_id","ounces","style2","count.y","brewery","city","state","label"
"154",154,0.045,8,534,"Dirty Blonde Ale","American Blonde Ale",72,12,"American Blonde Ale",73,"Atwater Brewery","Detroit","MI","Dirty Blonde Ale (Atwater Brewery)"
"155",155,0.05,62,528,"Grand Circus IPA","American IPA",72,12,"American IPA",73,"Atwater Brewery","Detroit","MI","Grand Circus IPA (Atwater Brewery)"
"156",156,0.05,12,527,"Atwater's Lager","Munich Helles Lager",72,12,NA,73,"Atwater Brewery","Detroit","MI","Atwater's Lager (Atwater Brewery)"
"157",157,0.07,NA,1409,"Heavy Machinery IPA Series #1: Heavy Fist","American Black Ale",413,16,NA,414,"Austin Beerworks","Austin","TX","Heavy Machinery IPA Series #1: Heavy Fist (Austin Beerworks)"
"158",158,0.062,NA,343,"Fire Eagle IPA","American IPA",413,12,"American IPA",414,"Austin Beerworks","Austin","TX","Fire Eagle IPA (Austin Beerworks)"
"159",159,0.051,NA,342,"Peacemaker","American Pale Ale (APA)",413,12,"American Pale Ale (APA)",414,"Austin Beerworks","Austin","TX","Peacemaker (Austin Beerworks)"
"160",160,0.053,NA,341,"Pearl-Snap","German Pilsener",413,12,NA,414,"Austin Beerworks","Austin","TX","Pearl-Snap (Austin Beerworks)"
"161",161,0.052,NA,340,"Black Thunder","Schwarzbier",413,12,NA,414,"Austin Beerworks","Austin","TX","Black Thunder (Austin Beerworks)"
"162",162,0.08,NA,2589,"Raja","American Double / Imperial IPA",37,12,"American Double / Imperial IPA",38,"Avery Brewing Company","Boulder","CO","Raja (Avery Brewing Company)"
"163",163,0.064,NA,2546,"Perzik Saison","Saison / Farmhouse Ale",37,12,NA,38,"Avery Brewing Company","Boulder","CO","Perzik Saison (Avery Brewing Company)"
"164",164,0.047,42,146,"Avery Joeâ€™s Premium American Pilsner","German Pilsener",37,12,NA,38,"Avery Brewing Company","Boulder","CO","Avery Joeâ€™s Premium American Pilsner (Avery Brewing Company)"
"165",165,0.0559999999999999,10,108,"White Rascal","Witbier",37,12,NA,38,"Avery Brewing Company","Boulder","CO","White Rascal (Avery Brewing Company)"
"166",166,0.063,69,107,"Avery India Pale Ale","American IPA",37,12,"American IPA",38,"Avery Brewing Company","Boulder","CO","Avery India Pale Ale (Avery Brewing Company)"
"167",167,0.055,17,106,"Ellieâ€™s Brown Ale","American Brown Ale",37,12,NA,38,"Avery Brewing Company","Boulder","CO","Ellieâ€™s Brown Ale (Avery Brewing Company)"
"168",168,0.062,17,1620,"Pumpkin Beast","Pumpkin Ale",360,12,NA,361,"Aviator Brewing Company","Fuquay-Varina","NC","Pumpkin Beast (Aviator Brewing Company)"
"169",169,0.072,22,1579,"OktoberBeast","MÃ¤rzen / Oktoberfest",360,12,NA,361,"Aviator Brewing Company","Fuquay-Varina","NC","OktoberBeast (Aviator Brewing Company)"
"170",170,0.048,23,1228,"Mad Beach","American Pale Wheat Ale",360,12,"American Pale Wheat Ale",361,"Aviator Brewing Company","Fuquay-Varina","NC","Mad Beach (Aviator Brewing Company)"
"171",171,0.067,NA,705,"Hog Wild India Pale Ale","American IPA",360,12,"American IPA",361,"Aviator Brewing Company","Fuquay-Varina","NC","Hog Wild India Pale Ale (Aviator Brewing Company)"
"172",172,0.092,5,704,"Devils Tramping Ground Tripel","Tripel",360,12,NA,361,"Aviator Brewing Company","Fuquay-Varina","NC","Devils Tramping Ground Tripel (Aviator Brewing Company)"
"173",173,0.061,41,702,"Hot Rod Red","American Amber / Red Ale",360,12,"American Amber / Red Ale",361,"Aviator Brewing Company","Fuquay-Varina","NC","Hot Rod Red (Aviator Brewing Company)"
"174",174,0.086,NA,2058,"Palate Mallet","American Double / Imperial IPA",235,12,"American Double / Imperial IPA",236,"Back East Brewing Company","Bloomfield","CT","Palate Mallet (Back East Brewing Company)"
"175",175,0.06,NA,1483,"Back East Porter","American Porter",235,12,NA,236,"Back East Brewing Company","Bloomfield","CT","Back East Porter (Back East Brewing Company)"
"176",176,0.049,NA,1426,"Back East Golden Ale","American Blonde Ale",235,12,"American Blonde Ale",236,"Back East Brewing Company","Bloomfield","CT","Back East Golden Ale (Back East Brewing Company)"
"177",177,0.07,NA,1132,"Misty Mountain IPA","American IPA",235,12,"American IPA",236,"Back East Brewing Company","Bloomfield","CT","Misty Mountain IPA (Back East Brewing Company)"
"178",178,0.05,NA,1131,"Back East Ale","American Amber / Red Ale",235,12,"American Amber / Red Ale",236,"Back East Brewing Company","Bloomfield","CT","Back East Ale (Back East Brewing Company)"
"179",179,0.06,NA,1876,"Truck Stop Honey Brown Ale","English Brown Ale",286,12,NA,287,"Back Forty Beer Company","Gadsden","AL","Truck Stop Honey Brown Ale (Back Forty Beer Company)"
"180",180,0.06,43,1875,"Naked Pig Pale Ale","American Pale Ale (APA)",286,12,"American Pale Ale (APA)",287,"Back Forty Beer Company","Gadsden","AL","Naked Pig Pale Ale (Back Forty Beer Company)"
"181",181,0.068,70,966,"Topcutter India Pale Ale","American IPA",483,12,"American IPA",484,"Bale Breaker Brewing Company","Yakima","WA","Topcutter India Pale Ale (Bale Breaker Brewing Company)"
"182",182,0.044,38,965,"Field 41 Pale Ale","American Pale Ale (APA)",483,12,"American Pale Ale (APA)",484,"Bale Breaker Brewing Company","Yakima","WA","Field 41 Pale Ale (Bale Breaker Brewing Company)"
"183",183,0.07,NA,2593,"Grapefruit Sculpin","American IPA",34,12,"American IPA",35,"Ballast Point Brewing Company","San Diego","CA","Grapefruit Sculpin (Ballast Point Brewing Company)"
"184",184,0.038,40,2105,"Even Keel","American IPA",34,12,"American IPA",35,"Ballast Point Brewing Company","San Diego","CA","Even Keel (Ballast Point Brewing Company)"
"185",185,0.052,23,1401,"Ballast Point Pale Ale","KÃ¶lsch",34,12,NA,35,"Ballast Point Brewing Company","San Diego","CA","Ballast Point Pale Ale (Ballast Point Brewing Company)"
"186",186,0.07,75,1400,"Big Eye India Pale Ale","American IPA",34,12,"American IPA",35,"Ballast Point Brewing Company","San Diego","CA","Big Eye India Pale Ale (Ballast Point Brewing Company)"
"187",187,0.046,NA,1019,"Longfin Lager","Munich Helles Lager",34,12,NA,35,"Ballast Point Brewing Company","San Diego","CA","Longfin Lager (Ballast Point Brewing Company)"
"188",188,0.07,70,1018,"Sculpin IPA","American IPA",34,12,"American IPA",35,"Ballast Point Brewing Company","San Diego","CA","Sculpin IPA (Ballast Point Brewing Company)"
"189",189,0.045,NA,1776,"All Nighter Ale","Extra Special / Strong Bitter (ESB)",318,12,NA,319,"Banner Beer Company","Williamsburg","MA","All Nighter Ale (Banner Beer Company)"
"190",190,0.045,20,1644,"Banner American Rye","Rye Beer",318,12,NA,319,"Banner Beer Company","Williamsburg","MA","Banner American Rye (Banner Beer Company)"
"191",191,0.035,45,1643,"Banner American Ale","American Amber / Red Ale",318,12,"American Amber / Red Ale",319,"Banner Beer Company","Williamsburg","MA","Banner American Ale (Banner Beer Company)"
"192",192,0.07,46,2618,"Thai.p.a","American IPA",20,16,"American IPA",21,"Bare Hands Brewery","Granger","IN","Thai.p.a (Bare Hands Brewery)"
"193",193,0.06,60,2005,"Barrio Blanco","American IPA",251,12,"American IPA",252,"Barrio Brewing Company","Tucson","AZ","Barrio Blanco (Barrio Brewing Company)"
"194",194,0.045,NA,1343,"Barrio Tucson Blonde","American Blonde Ale",251,12,"American Blonde Ale",252,"Barrio Brewing Company","Tucson","AZ","Barrio Tucson Blonde (Barrio Brewing Company)"
"195",195,0.049,22,2404,"Hop in the â€˜Pool Helles","American Pilsner",116,12,NA,117,"Base Camp Brewing Co.","Portland","OR","Hop in the â€˜Pool Helles (Base Camp Brewing Co.)"
"196",196,0.067,60,2323,"Ultra Gnar Gnar IPA","American IPA",116,12,"American IPA",117,"Base Camp Brewing Co.","Portland","OR","Ultra Gnar Gnar IPA (Base Camp Brewing Co.)"
"197",197,0.068,62,2189,"In-Tents India Pale Lager","American Pale Lager",116,12,NA,117,"Base Camp Brewing Co.","Portland","OR","In-Tents India Pale Lager (Base Camp Brewing Co.)"
"198",198,0.05,20,2188,"Lost Meridian Wit","Witbier",116,12,NA,117,"Base Camp Brewing Co.","Portland","OR","Lost Meridian Wit (Base Camp Brewing Co.)"
"199",199,0.051,45,2187,"Celestial Meridian Cascadian Dark Lager","Euro Dark Lager",116,12,NA,117,"Base Camp Brewing Co.","Portland","OR","Celestial Meridian Cascadian Dark Lager (Base Camp Brewing Co.)"
"200",200,0.054,55,1966,"Wagon Party","California Common / Steam Beer",258,12,NA,259,"Bauhaus Brew Labs","Minneapolis","MN","Wagon Party (Bauhaus Brew Labs)"
"201",201,0.067,70,1965,"Sky-Five","American IPA",258,12,"American IPA",259,"Bauhaus Brew Labs","Minneapolis","MN","Sky-Five (Bauhaus Brew Labs)"
"202",202,0.05,28,1964,"Stargrazer","Schwarzbier",258,12,NA,259,"Bauhaus Brew Labs","Minneapolis","MN","Stargrazer (Bauhaus Brew Labs)"
"203",203,0.054,48,1963,"Wonderstuff","German Pilsener",258,12,NA,259,"Bauhaus Brew Labs","Minneapolis","MN","Wonderstuff (Bauhaus Brew Labs)"
"204",204,0.053,NA,1855,"Tarnation California-Style Lager","California Common / Steam Beer",292,12,NA,293,"Baxter Brewing Company","Lewiston","ME","Tarnation California-Style Lager (Baxter Brewing Company)"
"205",205,0.07,42,1778,"On the Count of 3 (2015)","Hefeweizen",292,16,NA,293,"Baxter Brewing Company","Lewiston","ME","On the Count of 3 (2015) (Baxter Brewing Company)"
"206",206,0.047,NA,1209,"Summer Swelter","American Pale Wheat Ale",292,12,"American Pale Wheat Ale",293,"Baxter Brewing Company","Lewiston","ME","Summer Swelter (Baxter Brewing Company)"
"207",207,0.068,NA,954,"Phantom Punch Winter Stout","Foreign / Export Stout",292,12,NA,293,"Baxter Brewing Company","Lewiston","ME","Phantom Punch Winter Stout (Baxter Brewing Company)"
"208",208,0.066,NA,910,"Hayride Autumn Ale","Rye Beer",292,12,NA,293,"Baxter Brewing Company","Lewiston","ME","Hayride Autumn Ale (Baxter Brewing Company)"
"209",209,0.047,NA,707,"Celsius Summer Ale (2012)","American Pale Wheat Ale",292,12,"American Pale Wheat Ale",293,"Baxter Brewing Company","Lewiston","ME","Celsius Summer Ale (2012) (Baxter Brewing Company)"
"210",210,0.055,35,533,"Amber Road","American Amber / Red Ale",292,12,"American Amber / Red Ale",293,"Baxter Brewing Company","Lewiston","ME","Amber Road (Baxter Brewing Company)"
"211",211,0.049,28,183,"Pamola Xtra Pale Ale","American Pale Ale (APA)",292,12,"American Pale Ale (APA)",293,"Baxter Brewing Company","Lewiston","ME","Pamola Xtra Pale Ale (Baxter Brewing Company)"
"212",212,0.069,69,182,"Stowaway IPA","American IPA",292,12,"American IPA",293,"Baxter Brewing Company","Lewiston","ME","Stowaway IPA (Baxter Brewing Company)"
"213",213,0.088,108,1806,"Hoptopus Double IPA","American Double / Imperial IPA",306,16,"American Double / Imperial IPA",307,"Beach Brewing Company","Virginia Beach","VA","Hoptopus Double IPA (Beach Brewing Company)"
"214",214,0.05,10,2435,"Watermelon Ale","Fruit / Vegetable Beer",103,12,NA,104,"Beer Works Brewery","Lowell","MA","Watermelon Ale (Beer Works Brewery)"
"215",215,0.0579999999999999,45,2423,"Fenway American Pale Ale","American Pale Ale (APA)",103,12,"American Pale Ale (APA)",104,"Beer Works Brewery","Lowell","MA","Fenway American Pale Ale (Beer Works Brewery)"
"216",216,0.068,85,2420,"Back Bay IPA","American IPA",103,12,"American IPA",104,"Beer Works Brewery","Lowell","MA","Back Bay IPA (Beer Works Brewery)"
"217",217,0.048,16,2419,"Bunker Hill Blueberry Ale","Other",103,12,NA,104,"Beer Works Brewery","Lowell","MA","Bunker Hill Blueberry Ale (Beer Works Brewery)"
"218",218,0.0579999999999999,NA,2494,"Oberon","American Pale Wheat Ale",76,12,"American Pale Wheat Ale",77,"Bell's Brewery","Kalamazoo","MI","Oberon (Bell's Brewery)"
"219",219,0.06,NA,2325,"Smitten","Rye Beer",76,16,NA,77,"Bell's Brewery","Kalamazoo","MI","Smitten (Bell's Brewery)"
"220",220,0.05,NA,2022,"Winter White","Witbier",76,16,NA,77,"Bell's Brewery","Kalamazoo","MI","Winter White (Bell's Brewery)"
"221",221,0.0579999999999999,NA,1989,"Oberon","American Pale Wheat Ale",76,16,"American Pale Wheat Ale",77,"Bell's Brewery","Kalamazoo","MI","Oberon (Bell's Brewery)"
"222",222,0.07,NA,1988,"Two Hearted","American IPA",76,16,"American IPA",77,"Bell's Brewery","Kalamazoo","MI","Two Hearted (Bell's Brewery)"
"223",223,0.0579999999999999,NA,1955,"Best Brown","American Brown Ale",76,16,NA,77,"Bell's Brewery","Kalamazoo","MI","Best Brown (Bell's Brewery)"
"224",224,0.044,44,2558,"Moar","English India Pale Ale (IPA)",53,12,NA,54,"Bent Brewstillery","Roseville","MN","Moar (Bent Brewstillery)"
"225",225,0.083,NA,2557,"Uber Lupin Schwarz IPA","American Double / Imperial IPA",53,16,"American Double / Imperial IPA",54,"Bent Brewstillery","Roseville","MN","Uber Lupin Schwarz IPA (Bent Brewstillery)"
"226",226,0.057,27,2556,"Nordic Blonde","American Blonde Ale",53,12,"American Blonde Ale",54,"Bent Brewstillery","Roseville","MN","Nordic Blonde (Bent Brewstillery)"
"227",227,0.06,NA,2496,"Cold Press","American Black Ale",75,12,NA,76,"Bent Paddle Brewing Company","Duluth","MN","Cold Press (Bent Paddle Brewing Company)"
"228",228,0.072,87,2410,"Harness the Winter","American IPA",75,12,"American IPA",76,"Bent Paddle Brewing Company","Duluth","MN","Harness the Winter (Bent Paddle Brewing Company)"
"229",229,0.0559999999999999,32,1902,"14Â° ESB","Extra Special / Strong Bitter (ESB)",75,12,NA,76,"Bent Paddle Brewing Company","Duluth","MN","14Â° ESB (Bent Paddle Brewing Company)"
"230",230,0.062,68,1901,"Bent Hop Golden IPA","American IPA",75,12,"American IPA",76,"Bent Paddle Brewing Company","Duluth","MN","Bent Hop Golden IPA (Bent Paddle Brewing Company)"
"231",231,0.06,34,1261,"Bent Paddle Black Ale","American Black Ale",75,12,NA,76,"Bent Paddle Brewing Company","Duluth","MN","Bent Paddle Black Ale (Bent Paddle Brewing Company)"
"232",232,0.05,38,1253,"Venture Pils","German Pilsener",75,12,NA,76,"Bent Paddle Brewing Company","Duluth","MN","Venture Pils (Bent Paddle Brewing Company)"
"233",233,0.055,40,1900,"Lost Sailor IPA","English India Pale Ale (IPA)",278,12,NA,279,"Berkshire Brewing Company","South Deerfield","MA","Lost Sailor IPA (Berkshire Brewing Company)"
"234",234,0.053,20,1317,"Steel Rail Extra Pale Ale","American Pale Ale (APA)",278,12,"American Pale Ale (APA)",279,"Berkshire Brewing Company","South Deerfield","MA","Steel Rail Extra Pale Ale (Berkshire Brewing Company)"
"235",235,0.078,NA,1158,"La Frontera Premium IPA","American IPA",463,12,"American IPA",464,"Big Bend Brewing Company","Alpine","TX","La Frontera Premium IPA (Big Bend Brewing Company)"
"236",236,0.047,NA,1157,"Tejas Lager","Czech Pilsener",463,12,NA,464,"Big Bend Brewing Company","Alpine","TX","Tejas Lager (Big Bend Brewing Company)"
"237",237,0.064,NA,1156,"Number 22 Porter","American Porter",463,12,NA,464,"Big Bend Brewing Company","Alpine","TX","Number 22 Porter (Big Bend Brewing Company)"
"238",238,0.0559999999999999,NA,1155,"Big Bend Hefeweizen","Hefeweizen",463,12,NA,464,"Big Bend Brewing Company","Alpine","TX","Big Bend Hefeweizen (Big Bend Brewing Company)"
"239",239,0.06,NA,1154,"Terlingua Gold","American Blonde Ale",463,12,"American Blonde Ale",464,"Big Bend Brewing Company","Alpine","TX","Terlingua Gold (Big Bend Brewing Company)"
"240",240,0.081,17,2104,"AprÃ¨ Shred","American Strong Ale",220,16,NA,221,"Big Choice Brewing","Broomfield","CO","AprÃ¨ Shred (Big Choice Brewing)"
"241",241,0.095,104,1762,"Hemlock Double IPA","American Double / Imperial IPA",220,12,"American Double / Imperial IPA",221,"Big Choice Brewing","Broomfield","CO","Hemlock Double IPA (Big Choice Brewing)"
"242",242,0.0409999999999999,NA,1422,"West Portal Colorado Common Summer Ale","California Common / Steam Beer",220,16,NA,221,"Big Choice Brewing","Broomfield","CO","West Portal Colorado Common Summer Ale (Big Choice Brewing)"
"243",243,0.067,85,1067,"Disconnected Red","American Amber / Red Ale",220,16,"American Amber / Red Ale",221,"Big Choice Brewing","Broomfield","CO","Disconnected Red (Big Choice Brewing)"
"244",244,0.07,NA,1003,"Big Elm IPA","American IPA",477,12,"American IPA",478,"Big Elm Brewing","Sheffield","MA","Big Elm IPA (Big Elm Brewing)"
"245",245,0.065,NA,1002,"Gerry Dog Stout","American Stout",477,12,NA,478,"Big Elm Brewing","Sheffield","MA","Gerry Dog Stout (Big Elm Brewing)"
"246",246,0.06,NA,1001,"413 Farmhouse Ale","Saison / Farmhouse Ale",477,12,NA,478,"Big Elm Brewing","Sheffield","MA","413 Farmhouse Ale (Big Elm Brewing)"
"247",247,0.08,54,2639,"Dark Star","American Stout",8,16,NA,9,"Big Lake Brewing","Holland","MI","Dark Star (Big Lake Brewing)"
"248",248,0.062,NA,2469,"Ryecoe","American IPA",8,16,"American IPA",9,"Big Lake Brewing","Holland","MI","Ryecoe (Big Lake Brewing)"
"249",249,0.06,NA,2586,"Blueberry Blonde","Fruit / Vegetable Beer",40,12,NA,41,"Big Muddy Brewing","Murphysboro","IL","Blueberry Blonde (Big Muddy Brewing)"
"250",250,0.075,60,2585,"Galaxy IPA","American IPA",40,16,"American IPA",41,"Big Muddy Brewing","Murphysboro","IL","Galaxy IPA (Big Muddy Brewing)"
"251",251,0.05,32,643,"Big River Pilsner","Czech Pilsener",519,12,NA,520,"Big River Brewing Company","Chattanooga","TN","Big River Pilsner (Big River Brewing Company)"
